"";"group";"environ.lvl1.trend";"SE";"p";"adj.p";"asymp.LCL";"asymp.UCL"
"1";-0,732642543412581;0,26;0,04;0;0;0,18;0,33
"2";0,00508275410894751;0,27;0,03;0;0;0,21;0,34
"3";0,742808051630476;0,28;0,04;0;0;0,2;0,36
