"";"group";"environ.lvl1.trend";"SE";"p";"adj.p";"asymp.LCL";"asymp.UCL"
"1";-1,17520566455353;0,15;0,02;0;0;0,11;0,2
"2";0,00415997217190154;0,1;0,01;0;0;0,08;0,13
"3";1,18352560889733;0,12;0,02;0;0;0,08;0,16
