"";"group";"environ.lvl1.trend";"SE";"p";"adj.p";"asymp.LCL";"asymp.UCL"
"1";-0,79362921630892;0,16;0,02;0;0;0,12;0,19
"2";1,27408540243347e-18;0,15;0,02;0;0;0,12;0,18
"3";0,79362921630892;0,14;0,02;0;0;0,1;0,18
